Issuer Name,Industry,Debt to Equity,EBITDA Margin,Interest Coverage,Issue Size (₹Cr),DefaultFlag,Final Rating
DSR Steel Pvt. Ltd.,Iron & Steel Products,2.23,0.00,1.36,35,No,BB
Patel Kenwood Pvt. Ltd.,Forest Products,2.44,0.00,1.88,20.28,No,BB
CDR Projects Pvt. Ltd.,Civil Construction,0.46,0.00,18.52,22,No,BB
SPG Infraprojects Pvt. Ltd.,Civil Construction,35.92,0.00,2.06,13.5,No,BB
Taurus Packaging Pvt. Ltd.,Packaging,1.33,0.00,1.03,6,No,BB
Doon Infrastructure,Civil Construction,0.34,0.00,4.43,10,No,BB
Advance Rail Controls Pvt. Ltd.,Industrial Products,1.70,0.00,11.46,9.24,No,BB
P. P. Industries Pvt. Ltd.,Heavy Electrical Equipment,1.01,0.00,1.49,85,No,BB
P. Siva Prasad,Restaurants,0.73,0.00,2.19,14,No,BB
Manglam Yarn Agencies,Other Textile Products,2.63,0.00,0.29,26.32,No,BB
Sangeeth Textiles Pvt. Ltd.,Other Textile Products,1.51,0.00,2.31,26.29,No,BB
Dinurje Jewellery Pvt. Ltd.,"Gems, Jewellery And Watches",1.01,0.00,1.62,36,No,BB
National Construction,Civil Construction,0.94,0.00,2.10,20,No,BB
Agarwal Company,Civil Construction,2.28,0.00,2.97,20,No,BB
N B Hiremath,Civil Construction,0.64,0.00,2.13,21,No,BB
Vichi Agro Products Pvt. Ltd.,Other Agricultural Products,2.54,0.00,1.53,17.5,No,BB
Jagtar Singh & Sons Hydraulics Pvt. Ltd.,Auto Components & Equipments,3.06,0.00,1.74,11.25,No,BB
RFB Latex Ltd.,Medical Equipment & Supplies,1.81,0.00,1.24,25.98,No,BB
D Gem Mount,"Gems, Jewellery And Watches",0.62,0.00,3.89,8,No,BB
Namakkal Transport Carriers Pvt. Ltd.,Logistics Solution Provider,1.87,0.00,3.78,86.75,No,BB
South East Constructions Company Pvt. Ltd.,Civil Construction,2.75,0.00,2.19,112.27,No,BB
Associates Nonwoven,Other Textile Products,2.52,0.00,2.69,19.28,No,BB
Fine Wood Products Pvt. Ltd.,Forest Products,2.30,0.00,4.15,40,No,BB
Sagar Autotech Pvt. Ltd.,Auto Dealer,2.93,0.00,1.00,8.5,No,BB
Jaraikela Lumberman (India) Pvt. Ltd.,Plastic Products - Industrial,4.38,0.00,1.61,11.26,No,BB
Borah Brothers Pvt. Ltd.,Auto Dealer,2.81,0.00,1.55,10,No,BB
Richi Rich Agro Foods Pvt. Ltd.,Other Agricultural Products,4.51,0.00,1.15,42.28,No,BB
Kerudi Healthcare Pvt. Ltd.,Hospital,1.22,0.00,3.44,17,No,BB
DRK Infratech Pvt. Ltd.,Other Industrial Products,2.10,0.00,2.39,16.08,No,BB
Ashutosh Automobiles,Auto Dealer,1.89,0.00,1.35,7.5,No,BB
Dipesh Construction Co.,Civil Construction,0.23,0.00,7.74,10,No,BB
Vidarbha Infotech Pvt. Ltd.,Computers Hardware & Equipments,6.33,0.00,3.57,47.7,No,BB
Choice Equity Broking Pvt. Ltd.,Stockbroking & Allied,3.11,0.00,0.96,10.78,No,BB
SKP Pipes Pvt. Ltd.,Iron & Steel Products,2.41,0.00,1.20,9,No,BB
Siddhartha Tiles & Sanitary Pvt. Ltd.,Sanitary Ware,0.99,0.00,4.11,4.5,No,BB
Ashnoor Textile Mills Ltd.,Garments & Apparels,40.40,0.00,2.05,31.6,No,BB
Hiranya Builders Pvt. Ltd.,"Residential, Commercial Projects",3.13,0.00,9.91,15,No,BB
Safety Plus Power Limited,Heavy Electrical Equipment,0.56,0.00,8.00,1,No,BB
Maa Kalika Bhandar,Edible Oil,3.13,0.00,1.88,13,No,BB
Maa Shantimoyee Rice Mill Pvt. Ltd.,Other Agricultural Products,2.61,0.00,1.96,6.33,No,BB
Balaji Education & Charitable Trust,Education,0.77,0.00,4.88,8.2,No,BB
Shree Bholey Alloys Pvt. Ltd.,Ferro & Silica Manganese,7.56,0.00,1.62,30.33,No,BB
Bharat Dall & Oil Industries,Other Agricultural Products,1.32,0.00,5.49,21.62,No,BB
Shree Krishna Educational and Charitable Trust,Education,0.56,0.00,2.59,10.5,No,BB
Ma Sarsinsa Steels Pvt. Ltd.,Iron & Steel Products,41.37,0.00,2.79,28.17,No,BB
Vishal Projects Ltd.,"Residential, Commercial Projects",0.16,0.00,1.94,30,No,BB
Simran Feeds Pvt. Ltd.,Animal Feed,1.05,0.00,3.58,15,No,BB
Dipti Diamonds & Jewellery Pvt. Ltd.,"Gems, Jewellery And Watches",1.84,0.00,1.63,35,No,BB
Kashyap Vehicle Works Pvt. Ltd.,Auto Dealer,2.39,0.00,1.50,17,No,BB
Kohinoor Steel Pvt. Ltd.,Sponge Iron,1.28,0.00,1.70,171.93,No,BB
Rajcon Engineers Pvt. Ltd.,Civil Construction,0.94,0.00,3.30,20,No,BB
Paragon Cable Industries Pvt. Ltd.,Plastic Products - Industrial,1.42,0.00,2.22,13.78,No,BB
Universal Threads Pvt. Ltd.,Other Textile Products,1.26,0.00,1.37,6.68,No,BB
Vinayak Shree Real Estate Pvt. Ltd.,"Residential, Commercial Projects",0.39,0.00,5.30,8,No,BB
Simplex Castings Ltd.,Iron & Steel,0.95,0.00,1.57,112.55,No,BB
Patel Shanti Steels Pvt. Ltd.,Iron & Steel Products,12.35,0.00,1.36,4.9,No,BB
Anubhuti Apples Pvt. Ltd.,Other Agricultural Products,1.26,0.00,1.99,24.9,No,BB
Goel Alloy & Steel Pvt. Ltd.,Iron & Steel Products,1.35,0.00,3.24,12.14,No,BB
Victora Auto Pvt. Ltd.,Auto Components & Equipments,5.30,0.00,1.81,129.06,No,BB
R R Ferro Alloys Pvt. Ltd.,Iron & Steel Products,0.54,0.00,1.91,6.75,No,BB
Orange City Housing Finance Ltd.,Housing Finance Company,0.01,0.00,9.00,16,No,BB
Hyderabad Power Installations Pvt. Ltd.,Civil Construction,0.78,0.00,2.36,15,No,BB
Innovators Facade Systems Pvt. Ltd.,Civil Construction,3.22,0.00,2.29,67.76,No,BB
Shankar Rice Industries,Other Agricultural Products,1.05,0.00,1.12,17,No,BB
G K Founders Pvt. Ltd.,"Aluminium, Copper & Zinc Products",1.32,0.00,1.50,29,No,BB
Sri Mahalaxmi Cotton Seed Oil Industries,Edible Oil,0.56,0.00,5.78,10,No,BB
Chiranjilal Rayons Pvt. Ltd.,Commodity Chemicals,1.43,0.00,3.40,8.6,No,BB
Spine Arthroscopic And Joint Replacement Centre Pvt Ltd,Healthcare Service Provider,1.17,0.00,3.42,11.81,No,BB
Indo Rubber and Plastic Works,Leisure Products,0.65,0.00,1.68,8,No,BB
Seasons Textiles Ltd.,Other Textile Products,0.74,0.00,1.95,20.97,No,BB
Sidhi Vinayak Metcom Ltd.,Sponge Iron,0.29,0.00,2.49,9,No,BB
Rajcon Engineers Pvt. Ltd.,Civil Construction,0.98,0.00,2.21,20,No,BB
Bharat Dall & Oil Industries,Other Agricultural Products,1.46,0.00,18.32,21.62,No,BB
Sangeeth Textiles Pvt. Ltd.,Other Textile Products,1.10,0.00,2.86,26.29,No,BB
Hariom Industries Ltd.,Paper & Paper Products,1.21,0.00,1.61,22.02,No,BB
Thalappakatti Hotels Pvt. Ltd.,Hotels & Resorts,1.02,0.00,9.60,5,No,BB
Kerudi Healthcare Pvt. Ltd.,Hospital,29.08,0.00,1.07,17,No,BB
National Construction,Civil Construction,0.95,0.00,2.48,20,No,BB
KVM Organic Products Pvt. Ltd.,Pesticides & Agrochemicals,1.41,0.00,2.75,14,No,BB
Seth Carbon and Alloys Pvt. Ltd.,Iron & Steel Products,14.93,0.00,2.83,10,No,BB
Srinivasa Transports,Shipping,2.23,0.00,3.25,7.5,No,BB
Print Point India Pvt. Ltd.,Packaging,2.44,0.00,3.69,14.75,No,BB
Manglam Yarn Agencies,Other Textile Products,2.07,0.00,0.42,26.32,No,BB
Borah Brothers Pvt. Ltd.,Auto Dealer,2.87,0.00,1.76,10,No,BB
Jaraikela Lumberman (India) Pvt. Ltd.,Plastic Products - Industrial,2.62,0.00,2.16,11.26,No,BB
Shashvat Jewels Pvt. Ltd.,"Gems, Jewellery And Watches",25.49,0.00,3.33,12,No,BB
Shri Bhaskaracharya Pratishthan,Education,0.80,0.00,4.75,13.65,No,BB
M. Hanumantha Rao,Iron & Steel Products,0.35,0.00,25.92,4.75,No,BB
Sri Chamundeswari Sugars Ltd.,Sugar,1.76,0.00,1.47,40,No,BB
Kishna Exports International,Other Textile Products,1.54,0.00,3.74,8,No,BB
Premier Fabrics International Pvt. Ltd.,Trading & Distributors,2.94,0.00,1.48,10,No,BB
Sangeeth Textiles Pvt. Ltd.,Other Textile Products,0.88,0.00,3.95,26.29,No,BB
Thalappakatti Hotels Pvt. Ltd.,Hotels & Resorts,0.63,0.00,7.02,5,No,BB
Ashutosh Automobiles,Auto Dealer,1.53,0.00,1.25,7.5,No,BB
Jagtar Singh & Sons Hydraulics Pvt. Ltd.,Auto Components & Equipments,2.63,0.00,1.46,11.25,No,BB
Kirti Infrastructure Ltd,Civil Construction,0.35,0.00,11.05,10.5,No,BB
CM Associates Pvt. Ltd.,Household Products,2.41,0.00,1.54,25,No,BB
Shree Kankeshwari Agro Pvt. Ltd.,Other Agricultural Products,3.31,0.00,1.95,32.85,No,BB
Sega Granito LLP,Ceramics,2.37,0.00,2.75,53,No,BB
Adorn Speciality Polymers Pvt. Ltd.,Dyes And Pigments,4.43,0.00,0.74,18,No,BB
LB Kunjir,Civil Construction,0.32,0.00,10.84,27.32,No,BB
RK Lumbers Pvt. Ltd,Forest Products,1.58,0.00,2.46,41,No,BB
Fairdeal Overseas,Distributors,1.86,0.00,0.63,18.5,No,BB
"R.S. Foods, Ranchi",Dairy Products,1.20,0.00,3.19,10.51,No,BB
SJ Transformers,Heavy Electrical Equipment,3.42,0.00,1.33,20,No,BB-
Kamman Corporation,Ferro & Silica Manganese,2.09,0.00,2.16,10,No,BB
Entertainment City Limited,Amusement Parks/ Other Recreation,1.49,0.00,2.04,673.42,No,BB
Cygnet Industries Ltd,Other Textile Products,-7.22,0.00,-0.38,241.91,No,BB
NRC Industries Ltd,Computers Hardware & Equipments,2.34,0.00,1.56,55,No,BB
Indo Alusys Industries Ltd.,"Aluminium, Copper & Zinc Products",2.14,0.00,1.37,169.56,No,BB
KGR Enterprises Pvt. Ltd.,Diversified consumer products,1.48,0.00,3.15,55,No,BB
Global Stones Pvt. Ltd.,Granites & Marbles,0.90,0.00,11.12,88.38,No,BB
Capital Power Systems Limited,Heavy Electrical Equipment,1.43,0.00,1.93,90,No,BB
Jandu Construction Company,Civil Construction,1.15,0.00,4.74,90.5,No,BB
Windlass Developers Pvt Ltd (Formally Known as Windlass Constructions),"Residential, Commercial Projects",1.43,0.00,2.32,55,No,BB
AKS Charitable Trust,Education,1.17,0.00,3.90,11.75,No,BB-
Ceigall India Ltd,Civil Construction,1.36,0.00,3.56,48,No,BB-
Govindkripa Buildheights LLP,"Residential, Commercial Projects",87.38,0.00,0.30,25,No,BB-
Indraprasth foods Ltd,Other Agricultural Products,2.74,0.00,1.24,36,No,BB-
G-Next Media Pvt Ltd,Electronic Media,1.02,0.00,2.17,13.65,No,BB-
Dashmesh Rice Mills,Other Agricultural Products,14.30,0.00,1.10,45,No,BB-
Jai Narain Fabtech Pvt. Ltd.,Other Textile Products,4.01,0.00,1.59,32.78,No,BB-
Amba Shakti Ispat Ltd.,Iron & Steel,1.03,0.00,1.59,44.1,No,BB-
Chaudhry & Sons (Forgings) Pvt. Ltd.,Castings & Forgings,24.43,0.00,1.42,45,No,BB-
Worldfa Exports Pvt Ltd,Houseware,2.53,0.00,1.89,78,No,BB-
Maple Panels Pvt. Ltd,Forest Products,1.70,0.00,3.57,10.43,No,BB
Century Tiles Limited,Ceramics,0.88,0.00,2.51,12.5,No,BB
Maps Granito Pvt Ltd,Ceramics,0.96,0.00,5.42,66.25,No,BB
Midas Yarn Processors Limited,Other Textile Products,1.79,0.00,1.87,10,No,BB-
Inter India Roadways Pvt Ltd,Logistics Solution Provider,3.76,0.00,2.16,44,No,BB-
Liberty Trendz Pvt Ltd,Other Textile Products,0.02,0.00,3.45,10,No,BB-
Reaghan Fashions Pvt Ltd,Other Textile Products,0.81,0.00,2.77,12.83,No,BB-
Ma Sarsinsa Steels Pvt. Ltd.,Iron & Steel Products,1.92,0.00,1.46,33,No,BB
AJS Impex Pvt. Ltd.,Iron & Steel Products,0.81,0.00,1.34,447.69,No,BB
Metro Eco Green Resorts Ltd,Hotels & Resorts,1.20,0.00,1.14,109.05,No,BB-
Selliamman Constructions Pvt. Ltd.,Civil Construction,1.17,0.00,2.67,25,No,BB-
Manglam Yarn Agencies,Other Textile Products,2.76,0.00,-0.06,26.32,No,BB
Friends Unity Hospital and Research Centre Pvt. Ltd.,Hospital,5.61,0.00,3.38,24.88,No,BB-
Sri Ganesh Exime,Other Agricultural Products,24.13,0.00,2.69,24.5,No,BB-
Sri Ram & Company,Forest Products,8.25,0.00,1.36,53,No,BB-
Sundaram Jewelry ,"Gems, Jewellery And Watches",0.87,0.00,4.19,10,No,BB
DD Industries Ltd,Auto Components & Equipments,0.99,0.00,1.53,50,No,BB
Shree Sidhbali Paper Mills Ltd,Paper & Paper Products,0.85,0.00,2.86,32.5,No,BB
D. Vansh Enterprises,Breweries & Distilleries,8.12,0.00,1.93,17,No,BB-
Awadh Enterprises,Coal,5.06,0.00,1.37,15.25,No,BB-
Nextgen Textile Park Pvt Ltd,Development Authority,0.26,0.00,-4.12,15,No,BB-
Nutech Jetting Equipments India Pvt. Ltd,Household Appliances,2.58,0.00,1.92,15.35,No,BB-
Sharu Steels Pvt. Ltd.,Iron & Steel,3.76,0.00,1.29,34,No,BB-
Simran Food Pvt Ltd,Other Agricultural Products,5.75,0.00,1.65,18,No,BB-
Mahavir Transmission Ltd.,Cables - Electricals,3.39,0.00,1.47,30,No,BB-
Tribhuvan Markplus,Trading & Distributors,1.99,0.00,1.63,48,No,BB
Ahuja Impex Pvt. Ltd,Lubricants,2.04,0.00,1.04,15,No,BB
Sant Baba Bhagh Singh Memorial Charitable Society,Education,0.34,0.00,3.50,11.25,No,BB
Patricia Holdings Pvt. Ltd,Auto Dealer,10.41,0.00,1.25,7,No,BB
Emerging Projects Pvt. Ltd,Hospital,1.63,0.00,4.90,12,No,BB
Ganesh Agro Udyog Pvt. Ltd.,Other Agricultural Products,1.28,0.00,2.25,7,No,BB
D. Vansh Enterprises,Breweries & Distilleries,4.90,0.00,2.65,17,No,BB-
Shyam Indospin Ltd,Other Textile Products,1.18,0.00,2.15,13,No,BB-
Dawn Motors Pvt. Ltd,Auto Components & Equipments,2.54,0.00,1.73,13,No,BB-
Vcell India Impex,Consumer Electronics,2.39,0.00,2.52,14,No,BB-
Pioneer Fabricators Pvt. Ltd,Iron & Steel,1.47,0.00,1.44,38.5,No,BB-
Karamveer Electronics Pvt. Ltd,Heavy Electrical Equipment,2.11,0.00,2.23,6.5,No,BB-
MICO Glass Industries Pvt. Ltd.,Glass - Industrial,0.83,0.00,7.37,6.42,No,BB-
Vikas Transport Company,Road Transport,1.38,0.00,3.44,15.8,No,BB-
Balaji Ispat,Iron & Steel Products,3.43,0.00,1.33,23.5,No,BB-
Parijat Paper Mills Ltd.,Paper & Paper Products,0.59,0.00,2.76,8.49,No,BB-
Amit Autowheels Pvt. Ltd.,Auto Dealer,2.90,0.00,0.01,25,No,BB-
Shakambari Knitting Pvt. Ltd.,Other Textile Products,1.14,0.00,2.77,15.45,No,BB
Indra Industries Limited,Fertilizers,2.19,0.00,1.65,18,No,BB-
SBJ Exports and Mfg Pvt. Ltd.,Consumer Electronics,1.08,0.00,1.48,45,No,BB
Ramoji Granite Pvt Ltd,Granites & Marbles,1.40,0.00,2.24,23.79,No,BB
Passion Vitrified Pvt. Ltd.,Ceramics,2.66,0.00,2.10,26.7,No,BB
Antila Ceramic Pvt Ltd,Ceramics,1.70,0.00,2.88,10.99,No,BB-
Heart Center,Hospital,0.94,0.00,5.43,6.25,No,BB-
Orito Polyfab Pvt Ltd,Other Textile Products,3.40,0.00,4.26,18.2,No,BB-
Italus Vitrified LLP,Ceramics,1.87,0.00,2.82,34,No,BB-
Rich Vitrified Pvt. Ltd.,Ceramics,1.90,0.00,3.01,32.2,No,BB-
Kamya Clothing Pvt. Ltd.,Trading - Textile Products,2.58,0.00,1.39,7.25,No,BB-
Pace Infratech Private Limited,"Residential, Commercial Projects",-5718.95,0.00,1.00,15,No,BB-
Bharathi Consumer Care Products Pvt. Ltd.,Household Products,26.84,0.00,2.31,12.35,No,BB-
Sri Vishnu Timber,Forest Products,8.94,0.00,1.35,30.5,No,BB-
Abdul Kalam Azad,Civil Construction,0.70,0.00,4.13,16,No,BB-
Ganga Paper India Ltd,Paper & Paper Products,2.50,0.00,2.29,29.15,No,BB
Parinee Realty Pvt. Ltd.,"Residential, Commercial Projects",19.98,0.00,0.56,145,No,BB
Jaypee Fertilizers & Industries Ltd.,Commodity Chemicals,0.34,0.00,-0.04,210,No,BB
SSP Diamonds Pvt. Ltd.,"Gems, Jewellery And Watches",6.67,0.00,1.70,15,No,BB
Maberest Hotels Pvt Ltd,Hotels & Resorts,1.58,0.00,3.79,17.53,No,BB
Mahalaxmi Continental Ltd,Coal,0.98,0.00,1.39,57.8,No,BB
Woodland Hospital,Hospital,0.10,0.00,152728.38,34,No,BB
D S Systems Pvt. Ltd.,Household Products,1.33,0.00,2.06,10,No,BB
Vijay Fire Vehicles and Pumps Ltd,Commercial Vehicles,1.18,0.00,1.96,13.67,No,BB
Om Shivam Constructions,Civil Construction,6.02,0.00,2.07,23.67,No,BB
Vishal Nirmiti Pvt Ltd,Other Utilities,2.54,0.00,0.67,36,No,BB
Paralam Global Pvt Ltd,Forest Products,2.48,0.00,-1.89,27.41,No,BB
Singh Intelligence Security Pvt Ltd.,Diversified Commercial Services,1.18,0.00,2.32,36,No,BB
Autobat Accumulator Pvt Ltd,Auto Components & Equipments,1.11,0.00,-5.38,7.5,No,BB
GEPL Capital Pvt Ltd,Non Banking Financial Company (NBFC),0.62,0.00,-0.10,90,No,BB
Lehar Footwears Ltd.(Formerly known as Lawreshwar Polymers Ltd.),Leather And Leather Products,0.80,0.00,3.70,37.51,No,BB
Usha Shriram Enterprises Private Limited,Consumer Electronics,1.10,0.00,1.37,45,No,BB
Matrix Meditec Private Limited,Medical Equipment & Supplies,2.41,0.00,1.94,8.29,No,BB-
Purohit Steel India Private Limited,Iron & Steel Products,1.48,0.00,6.93,15.17,No,BB-
Kailash Marble Industries Pvt. Ltd.,Granites & Marbles,5.41,0.00,1.96,15,No,BB-
Global Packaging,Other Textile Products,1.86,0.00,2.00,15.91,No,BB-
Kailash Marble Industries Pvt. Ltd.,Granites & Marbles,4.96,0.00,2.05,10,No,BB-
Shree Chakra Organics Pvt. Ltd.,Dyes And Pigments,1.03,0.00,3.28,9.2,No,BB-
JPN Pharma Pvt. Ltd.,Commodity Chemicals,0.71,0.00,7.99,6.11,No,BB-
Italus Vitrified LLP,Ceramics,1.46,0.00,3.04,34,No,BB-
Damati Plastics,Plastic Products - Consumer,5.05,0.00,1.91,21.4,No,BB-
Snowtemp Commercial Pvt. Ltd.,Coal,0.51,0.00,1.80,10,No,BB-
JECRC University,Education,1.16,0.00,1.98,70,No,BB
Banmore Electricals Private Limited,Other Electrical Equipment,5.93,0.00,1.67,13,No,BB-
Goel Lightings,Consumer Electronics,0.43,0.00,3.46,15.01,No,BB
Sharma Videos Pvt. Ltd.,Consumer Electronics,3.86,0.00,0.55,20,No,BB
Sri Manjubashini Chemicals Pvt. Ltd.,Trading - Chemicals,0.84,0.00,3.45,9,No,BB
Latin Manharlal Securities Pvt. Ltd.,Other Capital Market related Services,0.09,0.00,9.31,85,No,BB-
TBEA Energy (India) Pvt Ltd,Heavy Electrical Equipment,2.05,0.00,0.49,1352.64,No,BB-
Sunrise Polypack Pvt. Ltd.,Other Textile Products,1.10,0.00,1.82,14,No,BB
Vasuki Trade Link Private Limited,Coal,2.34,0.00,2.99,29,No,BB
Yash Profiles,Iron & Steel Products,1.56,0.00,7.14,5,No,BB-
Eco Cane Sugar Energy Limited,Sugar,1.10,0.00,2.49,50,No,BB
Umasree Texplast Pvt Ltd,Packaging,1.77,0.00,2.06,32.9,No,BB
Suvidhi Rayons Pvt. Ltd.,Other Textile Products,2.01,0.00,1.32,37.31,No,BB
Omega Biotech Ltd.,Pharmacy Retail,0.61,0.00,3.10,12.45,No,BB
Sudal Industries Limited,Aluminium,1.16,0.00,1.93,40,No,BB
Sri City Projects Pvt. Ltd.,"Residential, Commercial Projects",1.16,0.00,7.34,35,No,BB
Saitech Medicare Pvt. Ltd.,Pharmaceuticals,0.62,0.00,3.17,14,No,BB
Flower Knitting Mills,Garments & Apparels,1.31,0.00,5.11,12.5,No,BB
Polylon Fabrics Pvt Ltd,Garments & Apparels,4.12,0.00,2.49,40,No,BB
Eastern Metec Pvt ltd,Electrodes & Refractories,0.61,0.00,2.13,44,No,BB
Weavers India,Garments & Apparels,4.48,0.00,2.39,16.3,No,BB
Versatile Card Technology Pvt. Ltd.,Computers Hardware & Equipments,0.58,0.00,2.61,16.2,No,BB
Prakash Parcel Services Ltd.,Logistics Solution Provider,1.65,0.00,2.08,32,No,BB
NRP Projects Pvt. Ltd.,Civil Construction,1.80,0.00,1.64,70,No,BB
Agog Pharma Ltd,Pharmaceuticals,0.20,0.00,23.85,7.4,No,BB
Jaycon Infrastructure Ltd,Civil Construction,1.00,0.00,2.90,48,No,BB
Texmo Pipes & Products Ltd.,Plastic Products - Industrial,0.44,0.00,1.88,110,No,BB
Rukmani Motors Pvt. Ltd.,Auto Components & Equipments,1.29,0.00,2.87,12,No,BB
Versatile Card Technology Pvt. Ltd.,Computers Hardware & Equipments,0.43,0.00,2.78,16.2,No,BB
Digital Venture Pvt. Ltd.,Other Utilities,4.62,0.00,1.43,109.37,No,BB
Future Speciality Retail Limited,Garments & Apparels,0.12,0.00,11.79,50,No,BB-
SEW Engineering (India) Pvt Ltd.,Edible Oil,2.57,0.00,1.05,45,No,BB
Mansarovar Pearls (India) Private Limited,"Gems, Jewellery And Watches",1.95,0.00,1.87,35,No,BB
Harman Cottex & Seeds Pvt Ltd,Garments & Apparels,1.20,0.00,1.92,15,No,BB
Shri Raj Jewels,"Gems, Jewellery And Watches",1.22,0.00,4.65,56.56,No,BB
Leela Trade Steel and Commodities India Pvt Ltd,Iron & Steel,3.42,0.00,1.60,100.75,No,BB
Amar Infrastructure Ltd.,Civil Construction,72.06,0.00,1.22,65,No,BB
Expanded Polymer Systems Pvt. Ltd.,Petrochemicals,3.56,0.00,1.83,93.25,No,BB
Shreebhav Polyknits Pvt. Ltd.,Other Textile Products,0.80,0.00,3.08,21.31,No,BB
Divine Motors Pvt. Ltd.,Auto Dealer,2.40,0.00,1.04,20,No,BB
Mavin Switchgears & Control Pvt. Ltd.,Civil Construction,0.21,0.00,3.30,75,No,BB
Khandoba Distilleries Ltd.,Breweries & Distilleries,1.53,0.00,2.15,59.74,No,BB
Jaxx Vitrified Pvt. Ltd.,Ceramics,12.93,0.00,1.60,60,No,BB
Saket Infra Projects Ltd,Civil Construction,0.40,0.00,10.59,40,No,BB
Pearl Beverages Ltd,Other Beverages,3.58,0.00,3.56,109.18,No,BB-
Sahaj Corporation,"Residential, Commercial Projects",2.43,0.00,-0.53,15,No,BB-
Glossy Cotex,Other Textile Products,4.01,0.00,1.79,40.67,No,BB-
Jindal Buildsys Ltd.,Civil Construction,1.59,0.00,0.80,83.2,No,BB-
Data Tech Computers Pvt Ltd,Industrial Products,1.07,0.00,2.54,12,No,BB-
Vector Biotek Pvt. Ltd.,Healthcare Service Provider,0.41,0.00,13.20,6.5,No,BB-
PMI Coaches Pvt. Ltd.,Auto Components & Equipments,0.78,0.00,4.93,29.33,No,BB-
Faith Lumbers Pvt. Ltd.,Forest Products,2.41,0.00,1.03,17,No,BB-
Tejraj Realtors ,Civil Construction,2.46,0.00,1.00,47,No,BB-
Peass Industrial Engineers Pvt Ltd,Industrial Products,0.15,0.00,16.87,7,No,BB-
Milan Cottex,Other Textile Products,0.86,0.00,2.71,12.44,No,BB-
Vidhata Associates,Civil Construction,1.94,0.00,7.29,16.5,No,BB-
Pearl Beverages Ltd,Other Beverages,3.00,0.00,3.68,109.18,No,BB-
Jigar Transport company,Other Utilities,1.30,0.00,4.01,34.63,No,BB-
Shakti Tex Coaters Pvt Ltd,Other Textile Products,1.92,0.00,2.80,17.25,No,BB-
N. N. Global Mercantile Pvt. Ltd.,Restaurants,1.87,0.00,2.58,49,No,BB-
Agro Phos India Ltd.,Fertilizers,39.44,0.00,1.95,31,No,BB-
Ethix Clothing,Garments & Apparels,0.93,0.00,3.01,63,No,BB-
KGR Enterprises Pvt. Ltd.,Diversified consumer products,1.48,0.00,3.15,55,No,BB-
S. V. Milk & Milk Products Pvt. Ltd.,Dairy Products,43.55,0.00,1.52,24.83,No,BB-
AXA Parenterals Ltd,Medical Equipment & Supplies,0.46,0.00,7.39,36.37,No,BB
Gupta Fabtex Pvt. Ltd.,Garments & Apparels,2.89,0.00,2.00,20,No,BB
Swastika Electricals & Fertilizers,"Residential, Commercial Projects",6.25,0.00,2.32,33.5,No,BB-
Rao Constructions,Civil Construction,0.02,0.00,2.38,30,No,BB
Apex Aluminium Extrusion Pvt. Ltd.,"Aluminium, Copper & Zinc Products",2.32,0.00,2.79,17.2,No,BB
Seth Carbon and Alloys Pvt. Ltd.,Iron & Steel Products,17.87,0.00,3.12,10,No,BB
G G Continental Trades Pvt. Ltd.,Other Agricultural Products,12.54,0.00,97.63,70,No,BB-
GK Protiens Pvt. Ltd.,Edible Oil,3.05,0.00,0.80,90,No,BB-
Mahima Shankar Processed Foods Pvt. Ltd.,Other Food Products,1.60,0.00,2.06,18.7,No,BB-
Naga Hanuman Agro Oils Pvt. Ltd.,Other Food Products,2.95,0.00,2.26,15,No,BB-
Sobti Infratech Limited,Civil Construction,0.03,0.00,3.22,41,No,BB
RAS Polytex Pvt Ltd,Packaging,2.60,0.00,0.96,43,No,BB
Jai Gopal International Impex Pvt Ltd,Forest Products,0.66,0.00,1.35,50,No,BB
Harsh Macro Buildhome Pvt Ltd,"Residential, Commercial Projects",0.89,0.00,1.38,23,No,BB
FS Housing Pvt Ltd (Erstwhile Shree Shyam Kripa Landmart Pvt. Ltd.),"Residential, Commercial Projects",20.63,0.00,-44.43,80,No,BB
A2Z Autowheels Pvt Ltd,Auto Dealer,3.74,0.00,1.37,23,No,BB
Pyramid Townships Pvt Ltd,"Residential, Commercial Projects",-98.95,0.00,0.98,25,No,BB
Ganga Paper India Ltd,Paper & Paper Products,2.36,0.00,2.00,14,No,BB-
Quality woven Sacks Pvt Ltd,Packaging,1.31,0.00,1.76,24.85,No,BB-
Pagro Frozen Foods Pvt Ltd,Other Agricultural Products,1.09,0.00,1.48,43,No,BB-
All India Asian Educational Foundation,Education,0.29,0.00,0.21,20.17,No,BB-
Mithila Plywood Pvt Ltd,Packaging,0.46,0.00,2.19,18,No,BB-
Lakshmi Transformers & Electricals,Heavy Electrical Equipment,0.18,0.00,1.29,43,No,BB-
Ambuja Pipes Pvt Ltd,Industrial Products,3.28,0.00,1.36,31.91,No,BB-
Lamane Infrastructure Pvt Ltd,"Residential, Commercial Projects",0.66,0.00,0.66,20,No,BB-
Sigachi Industries Pvt. Ltd.,Pharmaceuticals,2.44,0.00,1.91,43,No,BB
DJS Printers Pvt Ltd,Packaging,3.88,0.00,2.34,16.65,No,BB-
Macro Infra Contractors Pvt Ltd,Civil Construction,0.60,0.00,4.83,40,No,BB-
Dev Rubber Factory Pvt. Ltd.,Rubber,0.21,0.00,-3.40,6,No,BB
